raw	location	id
07-enum-CommitteeRole	client/src/features/admin/useVolunteers.ts:121	F01-021
07-enum-CommitteeRole	client/src/features/admin/useVolunteers.ts:122	F01-021
07-enum-CommitteeRole	client/src/features/admin/useVolunteers.ts:123	F01-021
07-enum-CommitteeRole	client/src/features/admin/useVolunteers.ts:124	F01-021
07-enum-CommitteeRole	client/src/features/admin/useVolunteers.ts:125	F01-021
07-enum-CommitteeRole	client/src/features/admin/useVolunteers.ts:126	F01-021
07-enum-CommitteeRole	client/tests/e2e/attendance.spec.ts:9	F01-043
07-enum-CommitteeRole	client/tests/e2e/navigation.spec.ts:11	F01-043
07-enum-CommitteeRole	packages/shared/src/capabilities.ts:49	F01-021
07-enum-CommitteeRole	packages/shared/src/capabilities.ts:50	F01-021
07-enum-CommitteeRole	packages/shared/src/capabilities.ts:51	F01-021
07-enum-CommitteeRole	packages/shared/src/capabilities.ts:52	F01-021
07-enum-CommitteeRole	packages/shared/src/capabilities.ts:53	F01-021
07-enum-CommitteeRole	packages/shared/src/capabilities.ts:54	F01-021
07-enum-CommitteeRole	packages/shared/src/dto/roster.ts:23	F01-021
07-enum-CommitteeRole	packages/shared/src/dto/roster.ts:64	F01-021
07-enum-CommitteeRole	server/prisma/seed.ts:163	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:167	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:173	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:179	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:182	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:183	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:187	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:290	F01-016
07-enum-CommitteeRole	server/prisma/seed.ts:292	F01-016
07-enum-CommitteeRole	server/scripts/load-test.mjs:76	F01-044
07-enum-CommitteeRole	server/scripts/load-test.mjs:120	F01-044
07-enum-CommitteeRole	server/scripts/load-test.mjs:207	F01-044
07-enum-CommitteeRole	server/scripts/verify-cognito.mjs:102	F01-044
07-enum-CommitteeRole	server/src/middleware/auth/cognitoProvider.ts:57	F01-021
07-enum-CommitteeRole	server/src/middleware/auth/cognitoProvider.ts:58	F01-021
07-enum-CommitteeRole	server/src/middleware/auth/cognitoProvider.ts:59	F01-021
07-enum-CommitteeRole	server/src/middleware/auth/cognitoProvider.ts:60	F01-021
07-enum-CommitteeRole	server/src/middleware/auth/cognitoProvider.ts:61	F01-021
07-enum-CommitteeRole	server/src/middleware/auth/cognitoProvider.ts:62	F01-021
07-enum-CommitteeRole	server/src/middleware/rbac.ts:97	F01-021
07-enum-CommitteeRole	server/src/modules/announcement/service.ts:45	F01-021
07-enum-CommitteeRole	server/src/modules/attendance/service.ts:25	F01-021
07-enum-CommitteeRole	server/src/modules/attendance/service.ts:78	F01-021
07-enum-CommitteeRole	server/src/modules/attendance/service.ts:180	F01-021
07-enum-CommitteeRole	server/src/modules/attendance/service.ts:311	F01-021
07-enum-CommitteeRole	server/src/modules/gift/service.ts:243	F01-021
07-enum-CommitteeRole	server/src/modules/identity/provider.ts:54	F01-021
07-enum-CommitteeRole	server/src/modules/identity/provider.ts:55	F01-021
07-enum-CommitteeRole	server/src/modules/identity/provider.ts:56	F01-021
07-enum-CommitteeRole	server/src/modules/identity/provider.ts:57	F01-021
07-enum-CommitteeRole	server/src/modules/identity/provider.ts:58	F01-021
07-enum-CommitteeRole	server/src/modules/identity/provider.ts:59	F01-021
07-enum-CommitteeRole	server/src/modules/incident/service.ts:191	F01-021
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:34	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:35	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:36	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:37	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:90	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:109	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:115	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:124	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:161	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:164	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:207	F01-043
07-enum-CommitteeRole	server/tests/integration/admin.test.ts:215	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:45	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:46	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:47	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:60	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:65	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:109	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:177	F01-043
07-enum-CommitteeRole	server/tests/integration/attendance.test.ts:188	F01-043
07-enum-CommitteeRole	server/tests/integration/auth.test.ts:46	F01-043
07-enum-CommitteeRole	server/tests/integration/auth.test.ts:113	F01-043
07-enum-CommitteeRole	server/tests/integration/auth.test.ts:124	F01-043
07-enum-CommitteeRole	server/tests/integration/auth.test.ts:146	F01-043
07-enum-CommitteeRole	server/tests/integration/auth.test.ts:224	F01-043
07-enum-CommitteeRole	server/tests/integration/auth.test.ts:225	F01-043
07-enum-CommitteeRole	server/tests/integration/capture.test.ts:47	F01-043
07-enum-CommitteeRole	server/tests/integration/capture.test.ts:48	F01-043
07-enum-CommitteeRole	server/tests/integration/capture.test.ts:49	F01-043
07-enum-CommitteeRole	server/tests/integration/comms.test.ts:47	F01-043
07-enum-CommitteeRole	server/tests/integration/comms.test.ts:48	F01-043
07-enum-CommitteeRole	server/tests/integration/comms.test.ts:49	F01-043
07-enum-CommitteeRole	server/tests/integration/comms.test.ts:50	F01-043
07-enum-CommitteeRole	server/tests/integration/comms.test.ts:51	F01-043
07-enum-CommitteeRole	server/tests/integration/comms.test.ts:125	F01-043
07-enum-CommitteeRole	server/tests/integration/dashboard.test.ts:52	F01-043
07-enum-CommitteeRole	server/tests/integration/dashboard.test.ts:53	F01-043
07-enum-CommitteeRole	server/tests/integration/dashboard.test.ts:54	F01-043
07-enum-CommitteeRole	server/tests/integration/dashboard.test.ts:55	F01-043
07-enum-CommitteeRole	server/tests/integration/fallback.test.ts:44	F01-043
07-enum-CommitteeRole	server/tests/integration/fallback.test.ts:45	F01-043
07-enum-CommitteeRole	server/tests/integration/fallback.test.ts:46	F01-043
07-enum-CommitteeRole	server/tests/integration/fallback.test.ts:47	F01-043
07-enum-CommitteeRole	server/tests/integration/gift.test.ts:44	F01-043
07-enum-CommitteeRole	server/tests/integration/gift.test.ts:45	F01-043
07-enum-CommitteeRole	server/tests/integration/lostPerson.test.ts:43	F01-043
07-enum-CommitteeRole	server/tests/integration/lostPerson.test.ts:44	F01-043
07-enum-CommitteeRole	server/tests/integration/lostPerson.test.ts:45	F01-043
07-enum-CommitteeRole	server/tests/integration/missionCard.test.ts:55	F01-043
07-enum-CommitteeRole	server/tests/integration/missionCard.test.ts:56	F01-043
07-enum-CommitteeRole	server/tests/integration/missionCard.test.ts:57	F01-043
07-enum-CommitteeRole	server/tests/integration/missionCard.test.ts:58	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:33	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:34	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:35	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:36	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:37	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:38	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:85	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:92	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:106	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:120	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:130	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:136	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:143	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:146	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:155	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:157	F01-043
07-enum-CommitteeRole	server/tests/integration/rbac.test.ts:163	F01-043
07-enum-CommitteeRole	server/tests/integration/report.test.ts:49	F01-043
07-enum-CommitteeRole	server/tests/integration/report.test.ts:50	F01-043
07-enum-CommitteeRole	server/tests/integration/report.test.ts:51	F01-043
07-enum-CommitteeRole	server/tests/integration/report.test.ts:52	F01-043
07-enum-CommitteeRole	server/tests/integration/report.test.ts:53	F01-043
07-enum-CommitteeRole	server/tests/integration/security.test.ts:40	F01-043
07-enum-CommitteeRole	server/tests/integration/security.test.ts:41	F01-043
07-enum-CommitteeRole	server/tests/integration/security.test.ts:42	F01-043
07-enum-CommitteeRole	server/tests/integration/security.test.ts:102	F01-043
07-enum-CommitteeRole	server/tests/integration/security.test.ts:180	F01-043
07-enum-CommitteeRole	server/tests/integration/security.test.ts:195	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:23	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:24	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:25	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:26	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:27	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:28	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:87	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:89	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:109	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:113	F01-043
07-enum-CommitteeRole	server/tests/unit/capabilities.test.ts:117	F01-043
07-enum-CourseCode	client/src/content/brief.ts:24	F01-012
07-enum-CourseCode	client/src/content/brief.ts:36	F01-012
07-enum-CourseCode	client/src/content/brief.ts:47	F01-012
07-enum-CourseCode	client/src/content/brief.ts:58	F01-012
07-enum-CourseCode	server/prisma/seed.ts:97	F01-015
07-enum-CourseCode	server/prisma/seed.ts:107	F01-015
07-enum-CourseCode	server/prisma/seed.ts:117	F01-015
07-enum-CourseCode	server/src/modules/footfall/repo.ts:84	FP-match
07-enum-CourseCode	server/tests/integration/missionCard.test.ts:52	F01-043
07-enum-CourseCode	server/tests/integration/missionCard.test.ts:361	F01-043
07-enum-CourseCode	server/tests/integration/missionCard.test.ts:377	F01-043
07-enum-DataSource	client/src/app/chief/imports/page.tsx:39	F01-022
07-enum-DataSource	client/src/app/chief/imports/page.tsx:56	F01-022
07-enum-DataSource	client/src/app/chief/imports/page.tsx:152	F01-022
07-enum-DataSource	client/src/app/chief/imports/page.tsx:153	F01-022
07-enum-DataSource	client/src/app/chief/imports/page.tsx:267	F01-022
07-enum-DataSource	packages/shared/src/dto/fallback.ts:69	F01-022
07-enum-DataSource	packages/shared/src/dto/footfall.ts:27	F01-022
07-enum-DataSource	server/src/modules/fallback/service.ts:377	F01-022
07-enum-DataSource	server/src/modules/footfall/service.ts:74	F01-022
07-enum-DataSource	server/src/modules/gift/service.ts:120	F01-022
07-enum-DataSource	server/src/modules/missionCard/service.ts:185	F01-022
07-enum-DataSource	server/src/modules/registration/service.ts:64	F01-022
07-enum-DataSource	server/src/modules/registration/service.ts:146	F01-022
07-enum-DataSource	server/tests/integration/capture.test.ts:289	F01-043
07-enum-DataSource	server/tests/integration/capture.test.ts:306	F01-043
07-enum-DataSource	server/tests/integration/capture.test.ts:313	F01-043
07-enum-DataSource	server/tests/integration/fallback.test.ts:205	F01-043
07-enum-DataSource	server/tests/integration/fallback.test.ts:250	F01-043
07-enum-DataSource	server/tests/integration/fallback.test.ts:288	F01-043
07-enum-DataSource	server/tests/integration/fallback.test.ts:300	F01-043
07-enum-DataSource	server/tests/integration/fallback.test.ts:315	F01-043
07-enum-DataSource	server/tests/integration/rbac.test.ts:102	F01-043
07-enum-DataSource	server/tests/integration/report.test.ts:219	F01-043
07-enum-DataSource	server/tests/integration/report.test.ts:227	F01-043
07-enum-DataSource	server/tests/integration/report.test.ts:228	F01-043
07-enum-DataSource	server/tests/integration/report.test.ts:240	F01-043
07-enum-IncidentSeverity	client/src/app/safety/incident/new/page.tsx:43	F01-022
07-enum-IncidentSeverity	client/src/app/safety/incident/new/page.tsx:44	F01-022
07-enum-IncidentSeverity	client/src/app/safety/incident/new/page.tsx:45	F01-022
07-enum-IncidentSeverity	client/src/app/safety/incident/new/page.tsx:46	F01-022
07-enum-IncidentSeverity	client/src/app/safety/incident/new/page.tsx:55	F01-022
07-enum-IncidentSeverity	ops/backup/spoh-backup-check.sh:47	FP-match
07-enum-IncidentSeverity	ops/backup/spoh-backup-check.sh:55	FP-match
07-enum-IncidentSeverity	ops/backup/spoh-backup-check.sh:63	FP-match
07-enum-IncidentSeverity	server/src/modules/dashboard/repo.ts:41	F01-022
07-enum-IncidentSeverity	server/src/modules/incident/service.ts:173	F01-022
07-enum-IncidentSeverity	server/tests/integration/rbac.test.ts:114	F01-043
07-enum-IncidentSeverity	server/tests/integration/report.test.ts:389	F01-043
07-enum-IncidentStatus	server/src/modules/dashboard/repo.ts:40	F01-022
07-enum-IncidentStatus	server/src/modules/dashboard/repo.ts:41	F01-022
07-enum-IncidentStatus	server/tests/integration/report.test.ts:390	F01-043
07-enum-IncidentType	client/src/app/capture/registration/group/page.tsx:32	F01-018
07-enum-IncidentType	client/src/app/capture/registration/page.tsx:31	F01-018
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:33	F01-022
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:34	F01-022
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:35	F01-022
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:36	F01-022
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:37	F01-022
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:38	F01-022
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:39	F01-022
07-enum-IncidentType	client/src/app/safety/incident/new/page.tsx:54	F01-022
07-enum-IncidentType	client/src/lib/format.ts:89	F01-018
07-enum-IncidentType	server/prisma/seed.ts:144	F01-015
07-enum-IncidentType	server/src/modules/report/service.ts:285	F01-022
07-enum-IncidentType	server/tests/helpers/fixtures.ts:57	F01-043
07-enum-IncidentType	server/tests/integration/admin.test.ts:428	F01-043
07-enum-IncidentType	server/tests/integration/admin.test.ts:438	F01-043
07-enum-IncidentType	server/tests/integration/rbac.test.ts:113	F01-043
07-enum-IncidentType	server/tests/integration/report.test.ts:163	F01-043
07-enum-IncidentType	server/tests/integration/report.test.ts:388	F01-043
07-enum-LostFoundStatus	client/src/app/safety/lost-found/page.tsx:54	F01-022
07-enum-LostFoundStatus	client/src/app/safety/lost-found/page.tsx:158	F01-022
07-enum-LostFoundStatus	client/src/app/safety/lost-found/page.tsx:182	F01-022
07-enum-LostFoundStatus	client/src/app/safety/lost-found/page.tsx:184	F01-022
07-enum-LostFoundStatus	client/src/app/safety/lost-found/page.tsx:186	F01-022
07-enum-LostFoundStatus	client/src/app/safety/lost-found/page.tsx:188	F01-022
07-enum-LostFoundStatus	client/src/app/safety/lost-found/page.tsx:194	F01-022
07-enum-LostFoundStatus	server/src/modules/lostFound/service.ts:125	F01-022
07-enum-LostFoundStatus	server/src/modules/lostFound/service.ts:136	F01-022
07-enum-LostFoundStatus	server/src/modules/lostFound/service.ts:150	F01-022
07-enum-LostFoundStatus	server/src/modules/lostFound/service.ts:167	F01-022
07-enum-LostFoundStatus	server/src/modules/lostFound/service.ts:168	F01-022
07-enum-LostFoundStatus	server/src/modules/report/repo.ts:265	F01-022
07-enum-LostFoundStatus	server/src/modules/report/repo.ts:266	F01-022
07-enum-LostPersonStatus	client/src/components/LostPersonBanner.tsx:132	F01-022
07-enum-LostPersonStatus	client/src/features/lostPerson/useActiveAlerts.ts:54	F01-022
07-enum-LostPersonStatus	packages/shared/src/dto/lostPerson.ts:61	F01-022
07-enum-LostPersonStatus	server/src/modules/dashboard/repo.ts:47	F01-022
07-enum-LostPersonStatus	server/src/modules/lostPerson/repo.ts:53	F01-022
07-enum-LostPersonStatus	server/src/modules/lostPerson/repo.ts:90	F01-022
07-enum-LostPersonStatus	server/src/modules/lostPerson/repo.ts:103	F01-022
07-enum-LostPersonStatus	server/src/modules/lostPerson/repo.ts:117	F01-022
07-enum-LostPersonStatus	server/src/modules/lostPerson/service.ts:144	F01-022
07-enum-LostPersonStatus	server/src/modules/lostPerson/service.ts:195	F01-022
07-enum-LostPersonStatus	server/src/modules/lostPerson/service.ts:196	F01-022
07-enum-LostPersonStatus	server/src/modules/report/repo.ts:246	F01-022
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:63	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:141	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:152	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:167	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:172	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:186	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:204	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:227	F01-043
07-enum-LostPersonStatus	server/tests/integration/lostPerson.test.ts:237	F01-043
07-enum-LostPersonStatus	server/tests/integration/report.test.ts:269	F01-043
07-enum-LostPersonStatus	server/tests/integration/report.test.ts:305	F01-043
07-enum-ShiftBlock	client/src/app/admin/settings/page.tsx:243	F01-020
07-enum-ShiftBlock	client/src/lib/format.ts:60	F01-020
07-enum-ShiftBlock	client/src/lib/format.ts:71	F01-020
07-enum-ShiftBlock	server/prisma/seed.ts:356	F01-016
07-enum-ShiftBlock	server/scripts/load-test.mjs:124	F01-044
07-enum-ShiftBlock	server/scripts/load-test.mjs:136	F01-044
07-enum-ShiftBlock	server/src/lib/settings.ts:49	F01-020
07-enum-ShiftBlock	server/src/lib/settings.ts:50	F01-020
07-enum-ShiftBlock	server/src/lib/time.ts:60	F01-020
07-enum-ShiftBlock	server/src/lib/time.ts:64	F01-020
07-enum-ShiftBlock	server/tests/helpers/fixtures.ts:102	F01-043
07-enum-ShiftBlock	server/tests/helpers/fixtures.ts:135	F01-043
07-enum-ShiftBlock	server/tests/integration/admin.test.ts:370	F01-043
07-enum-ShiftBlock	server/tests/integration/admin.test.ts:371	F01-043
07-enum-ShiftBlock	server/tests/integration/admin.test.ts:385	F01-043
07-enum-ShiftBlock	server/tests/integration/admin.test.ts:386	F01-043
07-enum-ShiftBlock	server/tests/integration/admin.test.ts:492	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:43	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:44	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:59	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:60	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:66	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:89	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:90	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:99	F01-043
07-enum-ShiftBlock	server/tests/unit/settings.test.ts:100	F01-043
07-enum-ShiftBlock	server/tests/unit/time.test.ts:54	F01-043
07-enum-ShiftBlock	server/tests/unit/time.test.ts:60	F01-043
07-enum-ShiftBlock	server/tests/unit/time.test.ts:64	F01-043
07-enum-StationKind	client/src/app/capture/registration/group/page.tsx:32	F01-018
07-enum-StationKind	client/src/app/capture/registration/page.tsx:31	F01-018
07-enum-StationKind	client/src/app/safety/incident/new/page.tsx:39	FP-match
07-enum-StationKind	client/src/components/ShiftOverview.tsx:149	F01-019
07-enum-StationKind	client/src/components/ShiftOverview.tsx:173	F01-019
07-enum-StationKind	client/src/lib/format.ts:89	F01-018
07-enum-StationKind	server/prisma/seed.ts:76	F01-015
07-enum-StationKind	server/prisma/seed.ts:78	F01-015
07-enum-StationKind	server/prisma/seed.ts:85	F01-015
07-enum-StationKind	server/prisma/seed.ts:87	F01-015
07-enum-StationKind	server/prisma/seed.ts:96	F01-015
07-enum-StationKind	server/prisma/seed.ts:106	F01-015
07-enum-StationKind	server/prisma/seed.ts:116	F01-015
07-enum-StationKind	server/prisma/seed.ts:124	F01-015
07-enum-StationKind	server/prisma/seed.ts:126	F01-015
07-enum-StationKind	server/prisma/seed.ts:133	F01-015
07-enum-StationKind	server/prisma/seed.ts:135	F01-015
07-enum-StationKind	server/prisma/seed.ts:144	F01-015
07-enum-StationKind	server/prisma/seed.ts:194	F01-016
07-enum-StationKind	server/prisma/seed.ts:196	F01-016
07-enum-StationKind	server/scripts/load-test.mjs:40	F01-044
07-enum-StationKind	server/tests/helpers/fixtures.ts:57	F01-043
07-enum-StationKind	server/tests/integration/admin.test.ts:420	F01-043
07-enum-StationKind	server/tests/integration/admin.test.ts:428	F01-043
07-enum-StationKind	server/tests/integration/admin.test.ts:438	F01-043
07-enum-StationKind	server/tests/integration/report.test.ts:163	F01-043
07-enum-SwapStatus	client/src/app/ic/page.tsx:232	F01-022
07-enum-SwapStatus	client/src/app/ic/page.tsx:269	F01-022
07-enum-SwapStatus	client/src/app/ic/page.tsx:277	F01-022
07-enum-SwapStatus	packages/shared/src/dto/shift.ts:27	F01-022
07-enum-SwapStatus	server/src/modules/shift/repo.ts:81	F01-022
07-enum-SwapStatus	server/src/modules/shift/repo.ts:92	F01-022
07-enum-SwapStatus	server/src/modules/shift/service.ts:107	F01-022
07-enum-SwapStatus	server/src/modules/shift/service.ts:131	F01-022
07-enum-SwapStatus	server/src/modules/shift/service.ts:139	F01-022
07-enum-SwapStatus	server/src/modules/shift/service.ts:187	F01-022
07-enum-SwapStatus	server/tests/integration/comms.test.ts:218	F01-043
07-enum-SwapStatus	server/tests/integration/comms.test.ts:262	F01-043
07-enum-SwapStatus	server/tests/integration/comms.test.ts:265	F01-043
07-enum-SwapStatus	server/tests/integration/comms.test.ts:285	F01-043
07-enum-SwapStatus	server/tests/integration/comms.test.ts:300	F01-043
07-enum-SwapStatus	server/tests/integration/comms.test.ts:314	F01-043
07-enum-SwapStatus	server/tests/integration/comms.test.ts:319	F01-043
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:25	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:26	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:27	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:28	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:29	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:30	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:31	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/group/page.tsx:32	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:24	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:25	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:26	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:27	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:28	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:29	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:30	F01-018
07-enum-VisitorCategory	client/src/app/capture/registration/page.tsx:31	F01-018
07-enum-VisitorCategory	client/src/app/safety/incident/new/page.tsx:39	FP-match
07-enum-VisitorCategory	client/src/lib/format.ts:82	F01-018
07-enum-VisitorCategory	client/src/lib/format.ts:83	F01-018
07-enum-VisitorCategory	client/src/lib/format.ts:84	F01-018
07-enum-VisitorCategory	client/src/lib/format.ts:85	F01-018
07-enum-VisitorCategory	client/src/lib/format.ts:86	F01-018
07-enum-VisitorCategory	client/src/lib/format.ts:87	F01-018
07-enum-VisitorCategory	client/src/lib/format.ts:88	F01-018
07-enum-VisitorCategory	client/src/lib/format.ts:89	F01-018
07-enum-VisitorCategory	client/tests/outbox.test.ts:76	F01-043
07-enum-VisitorCategory	server/prisma/seed.ts:144	F01-015
07-enum-VisitorCategory	server/scripts/load-test.mjs:173	F01-044
07-enum-VisitorCategory	server/tests/helpers/fixtures.ts:57	F01-043
07-enum-VisitorCategory	server/tests/integration/admin.test.ts:289	F01-043
07-enum-VisitorCategory	server/tests/integration/admin.test.ts:428	F01-043
07-enum-VisitorCategory	server/tests/integration/admin.test.ts:438	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:58	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:81	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:82	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:114	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:115	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:128	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:177	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:178	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:200	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:216	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:242	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:260	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:338	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:368	F01-043
07-enum-VisitorCategory	server/tests/integration/capture.test.ts:380	F01-043
07-enum-VisitorCategory	server/tests/integration/dashboard.test.ts:101	F01-043
07-enum-VisitorCategory	server/tests/integration/dashboard.test.ts:125	F01-043
07-enum-VisitorCategory	server/tests/integration/dashboard.test.ts:272	F01-043
07-enum-VisitorCategory	server/tests/integration/dashboard.test.ts:278	F01-043
07-enum-VisitorCategory	server/tests/integration/fallback.test.ts:209	F01-043
07-enum-VisitorCategory	server/tests/integration/fallback.test.ts:215	F01-043
07-enum-VisitorCategory	server/tests/integration/fallback.test.ts:251	F01-043
07-enum-VisitorCategory	server/tests/integration/fallback.test.ts:269	F01-043
07-enum-VisitorCategory	server/tests/integration/missionCard.test.ts:206	F01-043
07-enum-VisitorCategory	server/tests/integration/missionCard.test.ts:207	F01-043
07-enum-VisitorCategory	server/tests/integration/rbac.test.ts:84	F01-043
07-enum-VisitorCategory	server/tests/integration/report.test.ts:74	F01-043
07-enum-VisitorCategory	server/tests/integration/report.test.ts:163	F01-043
07-enum-VisitorCategory	server/tests/integration/security.test.ts:100	F01-043
07-enum-VisitorCategory	server/tests/integration/security.test.ts:114	F01-043
07-enum-VisitorCategory	server/tests/integration/security.test.ts:173	F01-043
07-enum-VisitorCategory	server/tests/integration/security.test.ts:221	F01-043
07-enum-VisitorCategory	server/tests/integration/security.test.ts:250	F01-043
08-urls-domains	client/.env.example:6	F01-032
08-urls-domains	client/.env.example:11	F01-029
08-urls-domains	client/.env.example:13	F01-029
08-urls-domains	client/.env.example:14	F01-029
08-urls-domains	client/.env.example:15	F01-030
08-urls-domains	client/.env.example:16	FP-meta
